id,customer,email,phone,address,city,state,zip
68213582-924f-4416-a204-5d80988e281f,Ave Gray,agrays@marketwatch.com,(313) 362-8843,0 Judy Court,Detroit,MI,48267
84b98f8a-5791-4c90-8322-0785fd9f0d07,Hilda Duguid,hduguidt@si.edu,(551) 576-0399,9724 Maple Wood Place,Jersey City,NJ,07310
d3521041-db7c-42c4-bb60-d778f94d5503,Shayla Yielding,syieldingu@digg.com,(540) 631-5645,3170 Talmadge Avenue,Roanoke,VA,24004
337f9d0e-db15-4945-bf1a-2d476f42042e,Lyndel Fossitt,lfossittv@dot.gov,(208) 759-1770,6 Iowa Crossing,Boise,ID,83722
48f997ee-aab0-4ac8-ae2b-a109aa2721fd,Erhard Reeves,ereevesw@a8.net,(435) 777-8657,8 Center Center,Salt Lake City,UT,84105
f0d86e6a-b38e-4b69-b0d3-323716f9bd0b,Ester Timothy,etimothyx@free.fr,(408) 405-1007,3239 Pleasure Trail,San Jose,CA,95173
50545b4c-d514-494e-a4fa-cc679f100267,Lida Rockliffe,lrockliffey@stanford.edu,(972) 950-5640,5 Arkansas Parkway,Dallas,TX,75342
07b54d9d-618b-45ad-b203-af6b90723a60,Vicki Pigne,vpignez@google.cn,(916) 495-1321,195 Morrow Circle,Sacramento,CA,94263
e049c8db-4568-40f1-88d5-af294feeb79d,Cammy Garwell,cgarwell10@tripadvisor.com,(818) 980-0270,7619 Killdeer Street,Los Angeles,CA,90005
93178492-0df1-40af-9e9d-b344a5405e7e,Claresta Nettleship,cnettleship11@webeden.co.uk,(818) 668-5763,95472 Shoshone Park,Brea,CA,92822
f3a5fb57-ef6e-46cc-8043-31e9347546ef,Crichton Dunn,cdunn12@chronoengine.com,(678) 146-9028,8 Everett Hill,Atlanta,GA,30340
af211b53-621c-4cb9-8bf1-e64571f31584,Dana Mougin,dmougin13@geocities.com,(415) 640-2054,9 Bay Lane,San Rafael,CA,94913
52e98f80-df4d-489d-ab3d-a9b11da9d943,Rodolphe Philbin,rphilbin14@fema.gov,(817) 702-4900,874 Swallow Street,Fort Worth,TX,76105
b511eac3-e0ce-412f-968d-06d2205d7ded,Maude McCord,mmccord15@nationalgeographic.com,(770) 706-2176,6 Sheridan Plaza,Decatur,GA,30033
73f9ed7f-484a-447c-93de-82f17aeac8d7,Ardelis Clewett,aclewett16@hexun.com,(912) 196-6056,67 International Crossing,Savannah,GA,31416
75bbe979-89b3-4a99-a793-3b3cbc36de6b,Aldis Dalziell,adalziell17@chicagotribune.com,(206) 321-3111,21 Forster Way,Seattle,WA,98185
ad58e617-f16d-4aad-9237-463e17f89662,Clair Neenan,cneenan18@wufoo.com,(352) 186-2961,81216 Weeping Birch Pass,Brooksville,FL,34605
dea08563-4b77-4e2b-96ef-3cbe63e3f826,Harlie Rowett,hrowett19@bing.com,(860) 561-9200,95120 Merrick Point,Hartford,CT,06145
5ecb8e75-9ebb-4a33-bbed-db75040fe140,Teodor Millberg,tmillberg1a@kickstarter.com,(916) 532-9541,43 Park Meadow Terrace,Sacramento,CA,94291
6500156e-40d4-48bb-9d87-fbfac546af55,Alfie Durrand,adurrand1b@infoseek.co.jp,(571) 690-1808,46452 Moulton Pass,Reston,VA,22096
dcda62da-ced9-451d-b75d-cd142c9f51bd,Berke Harrap,bharrap1c@1688.com,(801) 914-8682,322 Lotheville Junction,Salt Lake City,UT,84145
b359b59a-cdb7-4d46-8f27-610ee2898479,Perceval Crilley,pcrilley1d@indiegogo.com,(317) 871-0030,4116 Morningstar Avenue,Indianapolis,IN,46254
4109146f-38d7-44ba-a9b6-4005d8200b26,Evangelin MacDiarmid,emacdiarmid1e@google.ru,(801) 857-1564,7149 Elgar Park,Salt Lake City,UT,84130
a4acfa0a-3916-44a1-ad61-48bde69705be,Gabie Dormand,gdormand1f@admin.ch,(610) 568-1661,1 Russell Place,Philadelphia,PA,19120
42f53d74-be54-45ac-b061-d6c0da546980,Gareth Lillyman,glillyman1g@angelfire.com,(609) 262-9792,426 Farmco Way,Trenton,NJ,08603
5441c573-dc06-41a5-8225-56df1b105165,Claudius Demelt,cdemelt1h@cisco.com,(609) 677-3206,0826 Blaine Lane,Trenton,NJ,08619
605e1558-3e15-4bdb-92b3-2791d345bd57,Kathie Brandassi,kbrandassi1i@yellowbook.com,(216) 721-1977,18022 Badeau Place,Cleveland,OH,44185
d7e7a1bb-5d9e-47ac-8da4-1fe49cda7d63,Gale Haxbie,ghaxbie1j@wunderground.com,(513) 637-8890,41747 La Follette Court,Cincinnati,OH,45264
1161b598-9e6e-4463-b945-a2c58b6c5378,Juliette Grinyer,jgrinyer1k@themeforest.net,(480) 796-7912,66 American Ash Court,Scottsdale,AZ,85271
a7f31f2e-e6d5-49dd-9917-640f8a3031ff,Amalia Serfati,aserfati1l@buzzfeed.com,(571) 529-6057,559 Welch Street,Vienna,VA,22184
0ab04ca4-e02c-4e6d-90ef-62bc1310789a,Zarla Sharpless,zsharpless1m@cam.ac.uk,(901) 637-5890,4488 Mariners Cove Center,Memphis,TN,38131
b8b3acb7-5b11-4845-b3df-ffb7ee9a7858,Valerye Chaise,vchaise1n@liveinternet.ru,(915) 520-0169,31642 Lake View Alley,El Paso,TX,79945
abdbde0d-a642-4f22-b43f-c5e73e75945a,Thurstan Tasker,ttasker1o@cmu.edu,(712) 490-8085,3495 Oxford Alley,Sioux City,IA,51105
e2265e82-4d51-441e-b50d-1641ff1f8229,Nora Labro,nlabro1p@examiner.com,(915) 101-2431,40 Mandrake Hill,El Paso,TX,88563
3545e8fe-fd56-4f0c-81ee-6d76c1e7e057,Etienne Hunton,ehunton1q@cpanel.net,(719) 322-0909,567 Rockefeller Drive,Pueblo,CO,81005
1d5edf6e-1400-4d9e-b3ad-1e164819ad5d,Juan Northin,jnorthin1r@ucoz.ru,(217) 970-1389,1 Little Fleur Junction,Springfield,IL,62705
3e8ca750-78f3-4c4c-801e-509053551ecd,Fran Cunniff,fcunniff1s@illinois.edu,(404) 807-1107,4048 Monument Plaza,Atlanta,GA,30368
21333068-c9c0-46d8-b21a-72eedbc8067c,Granville Kornilyev,gkornilyev1t@loc.gov,(901) 900-5827,92215 Tennyson Trail,Memphis,TN,38188
8e3513f5-35c7-4a7b-8d36-a1b3cee8cf54,Marley Giacoboni,mgiacoboni1u@tumblr.com,(432) 100-6134,27 Farmco Court,Odessa,TX,79769
c0ebb644-8ff7-4bf3-87a2-4e6a712267f9,Yulma Lequeux,ylequeux1v@ezinearticles.com,(281) 713-7935,2 Petterle Way,Houston,TX,77080
65b4b2e2-66b2-4f9f-bcb1-1a5ae4785d57,Janifer Finkle,jfinkle1w@goo.gl,(412) 983-6875,93 Messerschmidt Parkway,Pittsburgh,PA,15286
45e74a2f-75d9-44c4-911f-de020d4f3b9e,Loni Croneen,lcroneen1x@hao123.com,(239) 366-8220,367 Pankratz Crossing,Fort Myers,FL,33906
479db67f-8b67-45b6-b4e7-68c33c2e1c1f,Devonna McGovern,dmcgovern1y@miitbeian.gov.cn,(419) 796-7769,501 Onsgard Hill,Toledo,OH,43615
4d536ab8-890b-497a-b594-baab34fa45aa,Ralph Wattisham,rwattisham1z@posterous.com,(325) 257-4423,8355 Green Place,Abilene,TX,79605
5a96026c-1bb1-4262-b411-b98f8bab17be,Hernando Harragin,hharragin20@hostgator.com,(336) 589-6276,54980 Schiller Parkway,Greensboro,NC,27499
ac3e7ded-ebbe-421a-8c33-06c29ca56016,Darryl Woodall,dwoodall21@independent.co.uk,(281) 207-4406,74831 Hermina Way,Houston,TX,77040
a7d1849a-93e9-4f92-abaa-fe25be6c002e,Lenka Hawarden,lhawarden22@nps.gov,(816) 707-3572,935 Evergreen Junction,Kansas City,MO,64187
946ff666-0fc6-4483-a581-8ca4b78b0e90,Ive Nuth,inuth23@hhs.gov,(414) 203-1743,97 Wayridge Street,Milwaukee,WI,53263
0b49f39f-f533-4a31-9e2e-2f34b000ca97,Marcel Feaveer,mfeaveer24@umn.edu,(907) 105-2759,1223 Russell Center,Fairbanks,AK,99709
3be25e12-f47f-4c5f-9652-878a10eba6e6,Conchita MacAlaster,cmacalaster25@cpanel.net,(619) 544-2484,25 Hoffman Parkway,San Diego,CA,92105
21b227da-ca8a-4834-bb10-4da9ed502f86,Ludwig Tremain,ltremain26@cisco.com,(330) 819-6974,791 Ramsey Circle,Youngstown,OH,44511
9d3d2d04-3a0b-4858-849b-7e553bad37fb,Alyssa Cobleigh,acobleigh27@angelfire.com,(626) 574-5823,408 Carberry Hill,Alhambra,CA,91841
282c5b3e-c079-4010-9ee9-b7fc243a834c,Hedwig Hounsham,hhounsham28@google.com.au,(202) 307-4190,609 Melvin Park,Washington,DC,20470
6395019d-0727-488c-86a5-ddeb47a21800,Vere Kalinsky,vkalinsky29@livejournal.com,(617) 656-8028,2 Leroy Crossing,Boston,MA,02283
c53a70ee-bff2-4688-8cd7-aa897b430589,Sutherlan Hanwright,shanwright2a@posterous.com,(304) 797-5208,06 Barby Street,Huntington,WV,25775
feac63a2-6f0f-4642-a16b-65487aa41d68,Oralie Gentzsch,ogentzsch2b@amazonaws.com,(951) 963-7089,0062 Corben Pass,Riverside,CA,92513
9114a42b-0eef-40e2-b7f6-6c2b9e0ac514,Livia Chadwen,lchadwen2c@sun.com,(216) 238-1835,719 Maryland Park,Cleveland,OH,44111
1b207b69-5f4b-4705-8e88-a29052967d36,Jsandye O'Corhane,jocorhane2d@slashdot.org,(816) 488-8030,20356 Talisman Hill,Kansas City,MO,64142
c5ac84b9-1017-48f6-ae9b-116012e0b7ae,Gerrie Venus,gvenus2e@economist.com,(228) 768-6267,83 Sunfield Hill,Gulfport,MS,39505
6a3b3a0e-2aea-449d-8c5b-24047f48db0e,Else Thonason,ethonason2f@yelp.com,(540) 950-4101,818 Bellgrove Point,Roanoke,VA,24020
44309095-ffed-45f9-b7e2-7cd792934a90,Moina Leber,mleber2g@exblog.jp,(850) 466-3851,10452 Ronald Regan Lane,Tallahassee,FL,32314
f48d7cc7-d971-474c-9fc8-a6189f355c48,Luelle Chalder,lchalder2h@seesaa.net,(302) 263-0368,384 Del Sol Court,Wilmington,DE,19897
16113d2b-af85-4cdc-8db9-898a2c1354d9,Dayna Bonnesen,dbonnesen2i@flavors.me,(505) 427-1205,082 Mayfield Plaza,Albuquerque,NM,87195
c3051812-b976-4100-a633-14ea2ade6ea8,Warden Kigelman,wkigelman2j@blogtalkradio.com,(407) 471-5336,9152 Knutson Pass,Orlando,FL,32885
1bbb5339-a4f3-43ed-a9dd-c6f1ad41f274,Sharon Skilton,sskilton2k@livejournal.com,(812) 235-1705,080 Melrose Way,Terre Haute,IN,47805
fc6ddf1b-cbbf-431f-9143-7679e1770934,Puff Attoc,pattoc2l@jugem.jp,(254) 934-7598,8 Marquette Road,Waco,TX,76705
80f2e2fe-a8c1-49f0-a04f-eeddff0af8e6,Kristan Learmount,klearmount2m@booking.com,(785) 112-2989,73199 Northland Terrace,Topeka,KS,66699
c026b823-e2e0-45ce-8776-353a1cdb5c8e,Ivy Petyt,ipetyt2n@wordpress.com,(512) 631-5482,5 Kim Plaza,Austin,TX,78749
b9b50817-52b7-4de0-9efe-46cf26d97c3f,Branden Vaines,bvaines2o@cpanel.net,(862) 800-6620,44763 Vernon Circle,Newark,NJ,07195
1c779470-6ffe-4e18-b5ab-132c6b6b8e0e,Lonnie Dewick,ldewick2p@sbwire.com,(240) 831-5161,9 Fuller Alley,Bethesda,MD,20816
123210c4-052a-479e-aaf3-12f13f1f45bb,Arlee Durrant,adurrant2q@forbes.com,(512) 339-1831,0 Fulton Crossing,Austin,TX,78754
61f51814-3b5f-4b03-89fd-9341023c2676,Wiatt Paik,wpaik2r@i2i.jp,(804) 433-7376,011 Summer Ridge Road,Richmond,VA,23242
